x,y
0.7003673039391197,0.08942798561451204
0.7427508094125806,0.07520633482862393
0.7092800106939181,0.588670131867311
0.566745522467117,0.9069605384275664
0.9777853328245762,0.3321954040296665
0.706334845954607,0.7074391814522061
0.24791575870265026,0.6681266096688203
0.1578833509209533,0.4262428654214544
0.6976985214057552,0.03478002230286348
0.7199566667439904,0.5838647991708528
0.257744430324821,0.15329125630609353
0.3415467831433743,0.2449601311349403
0.9687611676603939,0.31941834965294646
0.6945070977793361,0.562918760885025
0.4663832592599513,0.7457750276687232
0.7028126954490258,0.6894860441206492
0.5117858739555744,0.7391481218604212
0.9287413700413996,0.8997690010863385
0.7397692988979715,0.5167958969325521
0.6224390336737007,0.30248527398173586
0.6515454688835332,0.28755853572822354
0.3968076115244402,0.7930408940970115
0.5432393948914214,0.04649627742609297
0.7998995281787147,0.4655224024090928
0.7215447265533089,0.9600485450522855
0.2953639811189628,0.28792293338997654
0.16094588056688997,0.8655180286358457
0.20612551476295315,0.23489206342315083
0.13432538681304196,0.9180246624066859
0.48060501737608496,0.006442851097053892
0.3425218133785164,0.5013157501434987
0.36296929014406587,0.9649808901632198
0.9729176386818931,0.9372548816468254
0.11094361161527644,0.431729875863884
0.38826408908016863,0.6228244999102832
0.7830658752870515,0.7008667892365581
0.9728972601174796,0.16524539328103705
0.48320960533752044,0.9287701491640044
0.3364211054307562,0.5083584956693962
0.5674190362406282,0.7569902086029507
0.047941509722849274,0.4566426377259445
0.3889370289786783,0.26229789029533856
0.9063036450631319,0.8578526854114213
0.16101820925626453,0.44873160384028776
0.7436211347425379,0.8608066480978769
0.6329741617681669,0.15414341684430477
0.3241800177300639,0.24974708910389354
0.9223765324047277,0.2895638961310445
0.23722643866167448,0.2340784984206571
0.823945570889194,0.5334057283606988
0.7506071403434406,0.9672542418559673
0.11378445273598681,0.6563926910363594
0.8453612451927444,0.9866958842908763
0.9239321290431991,0.8766219234380342
0.22083679183236538,0.5041480499734095
0.9330538760458028,0.8562010131385781
0.48899874357351014,0.3312307805486757
0.4747186401529835,0.2265701981509073
0.08916747216589815,0.3409131795381236
0.22994817798526768,0.30261994496234157
0.7159374101111635,0.9718683328160544
0.4961261620327925,0.0053249993111221805
0.766489378521159,0.259324773490357
0.8967973223907268,0.6831224901816185
0.7722230183303511,0.8405821655617376
0.927174288293042,0.6424805345858123
0.6146520272366928,0.49378973134902815
0.6090637692371494,0.4603851785831444
0.6846848657074631,0.5698130968848436
0.2510129674138235,0.7371625282800238
0.8378376367936758,0.4759715325353595
0.11861561695164069,0.3774385279188863
0.7972347417652081,0.37530250370241025
0.9490042674789526,0.10587056156121244
0.14806287640984384,0.6873065476167199
0.9068719848640487,0.04646168796977901
0.7883733254537799,0.1647711304256283
0.768405841330362,0.40117483111161045
0.5984964830274763,0.39630528200203363
0.44214561754201465,0.04704349344733494
0.7230380198297577,0.06771778377163817
0.41661824944998993,0.6179231601018568
0.22681039544557502,0.7571693827433372
0.45422734091843453,0.48655134671457556
0.8479437532452793,0.6977214578191889
0.9366559489642852,0.872357268501927
0.9560361845729806,0.8753457449234081
0.39209431565897823,0.8220500104683134
0.7083246709926652,0.06647079719633486
0.12951583463163285,0.4481993939898018
0.3537963853698137,0.938511604824184
0.4042715193468335,0.010072437796178169
0.6485338992704632,0.6481478978763672
0.033070970420587154,0.7592819356289232
0.5380093631893479,0.9580445029920538
0.1317131185377659,0.04781436572840514
0.5209349339371455,0.13161390630198688
0.10248478519862214,0.9384347678227667
0.1579803754188095,0.10462453682934136
0.9200296460142288,0.09647548695211017
0.7842297751265839,0.6184603882357264
0.39704753755038813,0.1835589406934962
0.15464683148675906,0.789113054834946
0.7211932479195955,0.1638565432413025
0.8368309040940476,0.6296377356687066
0.9378552019047701,0.5511325099382126
0.5767138188734684,0.8846374001055197
0.19502656007218322,0.11268997484459464
0.11779396973412481,0.6448373327523321
0.9506002043242451,0.5345710742876129
0.283672302280885,0.6515846269358626
0.9565624227653354,0.4547888364576994
0.9094254614491727,0.10799192097845367
0.328425187532566,0.15033529312752025
0.951765568634252,0.7462468265168407
0.11632147576346108,0.4964210342391647
0.8743141502914775,0.6910290835815875
0.9852254676128626,0.7217346970168126
0.7503353803877064,0.17328426917637485
0.9851564661732986,0.18852234161962422
0.9901802350232211,0.3191531524089689
0.0609770912940687,0.6435895334896109
0.003735980452566845,0.3520145533563782
0.8125032132485621,0.5147324953170437
0.5827367203472397,0.6475533362234146
0.15024598141894718,0.5694495249057068
0.1521735565493626,0.5746583137718858
0.527059501986838,0.8813359567235616
0.4794051986662332,0.13030377398337345
0.0921899365882245,0.31379370947003105
0.5119574321776038,0.5357461720154658
0.04283110616877239,0.013784426650044979
0.8062961538097961,0.7540599443936938
0.24219866491294129,0.5958417558772833
0.8482110969764335,0.4174832179550758
0.6955898581552001,0.7954039359325685
0.3613268647011527,0.8295766916542948
0.505701439546084,0.46547424873518983
0.2941724224138824,0.3056980475950378
0.6600845699497294,0.9761718159512769
0.534135351604098,0.24621541033357963
0.1948160606848034,0.5630261670759333
0.8619056795504906,0.9958130802245115
0.9780288946169696,0.6796319269202455
0.8821866258756352,0.9097007254000397
0.5273591704962841,0.20529683708974045
0.22140904054436916,0.17333267637626104
0.2027224656933455,0.9754291559739865
0.07555749654975863,0.22195420837891677
0.9525679882379983,0.6032333043006579
0.8791679068699287,0.7084700024812198
0.899423261916313,0.986003355789735
0.06549568232509495,0.9767525745490154
0.3491769652478608,0.8049608874961821
0.48378828062615375,0.33151835064647606
0.7570276173411967,0.7042475676249335
0.05677655211812038,0.8148835914363797
0.229012268360253,0.9563846499819083
0.6292703216685192,0.8156650876951387
0.28882721032014624,0.019301519191000538
0.9952152099115769,0.22231872051168888
0.41810170402766844,0.9047078936950512
0.9851000802048507,0.5579743721160257
0.7624478716038794,0.42980525467398445
0.05552486007814306,0.428552785983196
0.31770285155856304,0.526281342763994
0.9677621317275785,0.2517802377434789
0.05979875058428752,0.9036236006699512
0.008017311943602667,0.5126598478283336
0.5842398697112429,0.9352988025716859
0.6505341648686263,0.4253994967204272
0.8115964578279768,0.5829525091066118
0.4349396576538269,0.926691141415433
0.7074117823636711,0.06433947202697832
0.5845798442384345,0.06567474006921725
0.7080963297969382,0.7377540177464283
0.24813790693632753,0.7683621620826051
0.4870673330443912,0.85202106069099
0.20087550992788406,0.2594227242010734
0.7105431048687729,0.34467791238081713
0.6305877221121441,0.24263776665144676
0.9658061250265602,0.6798864513547037
0.6597007141473734,0.6106402135677113
0.8530248321019198,0.10365915588653163
0.47892247145034117,0.5846478959828797
0.9435337857453061,0.9872128519440637
0.4949591775867993,0.9156361860915921
0.9644955205239354,0.12974425578789517
0.43037185959960267,0.08636818334497365
0.20132178078220153,0.3177944944067218
0.5376429066169119,0.011972748616414508
0.40041982095550455,0.5622468802875517
0.2301507976610605,0.8496161141718473
0.34500050023660256,0.2299533316276191
0.3355121234165551,0.25086144088740026
0.26417478430102925,0.8590103532268392
0.7769097155845482,0.8807614592866526
0.7934172478023122,0.8866411448420309
0.8872281190763548,0.5983182719770641
0.1134909638844398,0.688305822209305
