x,y
0.0,0.0
0.06346651825433926,0.126847839313129
0.12693303650867852,0.25318490714749853
0.1903995547630178,0.37850248872082043
0.25386607301735703,0.5022959743621584
0.3173325912716963,0.6240668913969741
0.3807991095260356,0.7433249113206551
0.4442656277803748,0.8595898241783433
0.5077321460347141,0.9723934722009374
0.5711986642890533,1.081281634911195
0.6346651825433925,1.1858158581092808
0.6981317007977318,1.2855752193730785
0.7615982190520711,1.380158022964224
0.8250647373064104,1.4691834173150666
0.8885312555607496,1.5522929285835136
0.9519977738150889,1.6291519041006715
1.0154642920694281,1.6994508598990288
1.0789308103237674,1.7629067268951641
1.1423973285781066,1.8192639907090367
1.2058638468324459,1.8682957205302135
1.269330365086785,1.9098044828881477
1.3327968833411243,1.9436231366470833
1.3962634015954636,1.969615506024416
1.4597299198498028,1.9876769289225082
1.5231964381041423,1.997734678366016
1.5866629563584815,1.9997482553477501
1.6501294746128208,1.9937095519038848
1.71359599286716,1.9796428837618654
1.7770625111214993,1.9576048924295575
1.8405290293758385,1.927684317119884
1.9039955476301778,1.890001637429337
1.967462065884517,1.8447085882091627
2.0309285841388562,1.7919875485826717
2.0943951023931957,1.7320508075688772
2.1578616206475347,1.6651397092695428
2.221328138901874,1.591523681061664
2.284794657156213,1.5114991487085168
2.3482611754105527,1.4253883427577256
2.4117276936648917,1.3335380010325832
2.475194211919231,1.2363179724412101
2.53866073017357,1.1341197277255417
2.6021272484279097,1.0273547831468126
2.6655937666822487,0.916453043454821
2.729060284936588,0.8018610708132272
2.792526803190927,0.6840402866513378
2.8559933214452666,0.5634651136828592
2.9194598396996057,0.4406210655730816
2.982926357953945,0.3160027919466997
3.0463928762082846,0.19011208660836487
3.1098593944626236,0.06345586699613531
3.173325912716963,-0.0634558669961357
3.236792430971302,-0.19011208660836526
3.3002589492256416,-0.31600279194670017
3.3637254674799806,-0.44062106557308117
3.42719198573432,-0.5634651136828597
3.490658503988659,-0.6840402866513373
3.5541250222429985,-0.8018610708132277
3.6175915404973376,-0.9164530434548206
3.681058058751677,-1.0273547831468128
3.744524577006016,-1.1341197277255413
3.8079910952603555,-1.2363179724412106
3.8714576135146945,-1.333538001032583
3.934924131769034,-1.4253883427577256
3.998390650023373,-1.5114991487085163
4.0618571682777125,-1.5915236810616642
4.1253236865320515,-1.6651397092695426
4.188790204786391,-1.7320508075688776
4.25225672304073,-1.791987548582672
4.3157232412950695,-1.8447085882091627
4.3791897595494085,-1.8900016374293367
4.442656277803748,-1.9276843171198843
4.506122796058087,-1.9576048924295575
4.569589314312426,-1.9796428837618654
4.6330558325667655,-1.9937095519038845
4.696522350821105,-1.9997482553477501
4.759988869075444,-1.997734678366016
4.823455387329783,-1.9876769289225082
4.886921905584122,-1.9696155060244163
4.950388423838462,-1.9436231366470833
5.013854942092801,-1.9098044828881477
5.07732146034714,-1.8682957205302135
5.14078797860148,-1.8192639907090364
5.204254496855819,-1.762906726895164
5.267721015110158,-1.6994508598990288
5.331187533364497,-1.629151904100672
5.394654051618837,-1.5522929285835132
5.458120569873176,-1.4691834173150662
5.521587088127515,-1.380158022964224
5.585053606381854,-1.2855752193730792
5.648520124636194,-1.1858158581092804
5.711986642890533,-1.0812816349111949
5.775453161144872,-0.9723934722009375
5.838919679399211,-0.8595898241783438
5.902386197653551,-0.7433249113206545
5.96585271590789,-0.6240668913969741
6.029319234162229,-0.5022959743621587
6.092785752416569,-0.3785024887208195
6.156252270670908,-0.2531849071474981
6.219718788925247,-0.12684783931312904
6.283185307179586,-4.898587196589413e-16
